state_name,month_reported,reported_cases,weather_notes,extra_column
Ogun,Mar,1744,123,###
??Rivers,Jun,1231,123,
gombe,Aug,1147,flooded!!!,
gombe,Nov,1186,Heavy rain,
lagos ,Aug,1102,Dry season,###
Kaduna,???,679,Dry season,irrelevant
kogi,Dec,342,123,###
Kaduna,Mar,1401,Heavy rain,irrelevant
Bayelsa,Jun,1722,flooded!!!,irrelevant
katsina,Oct,640,Heavy rain,###
crossriver,Sep,1971,Dry season,###
Ogun,Feb,42,Dry season,
Borno,Sep,184,,
Jigawa,Feb,1939,Heavy rain,
lagos ,Mar,432,Dry season,irrelevant
Kwara,Jun,1133,,
Borno,,1008,Dry season,###
Borno,Jan,995,Dry season,
G0mbe,Apr,423,,irrelevant
Niger,Oct,110,Heavy rain,###
KAN0,Oct,1647,Heavy rain,###
Jigawa,Nov,1050,Heavy rain,irrelevant
Ebonyi,,1306,flooded!!!,###
Enugu,May,1030,flooded!!!,###
S0koto,May,24,123,
Anambra,???,528,123,
gombe,Aug,1115,Heavy rain,
Oyo,???,466,123,irrelevant
lagos ,Apr,178,Heavy rain,###
lagos ,Jan,1790,123,
Rivers,Aug,1157,,###
Ogun,,233,flooded!!!,###
Abuja,Nov,1831,,irrelevant
Adamawa,Feb,1715,Heavy rain,irrelevant
KAN0,Jul,1808,flooded!!!,
Plateau,Sep,472,Heavy rain,irrelevant
crossriver,Mar,1256,123,irrelevant
Nasarawa,Oct,392,123,###
Anambra,Sep,242,Heavy rain,
katsina,Oct,931,123,###
Taraba,Jul,702,123,irrelevant
Bayelsa,Jul,1753,123,###
Nasarawa,Jan,1000,,
Ekiti,Sep,1159,Heavy rain,
Zamfara,May,1370,,###
Plateau,Nov,1035,Dry season,###
Abla,Dec,944,Heavy rain,
??Rivers,???,1745,Dry season,irrelevant
benue,???,1026,flooded!!!,###
Yobe,,523,,irrelevant
gombe,Jul,290,123,
Kebbis,Sep,1991,,irrelevant
Yobe,Sep,1556,Heavy rain,###
??Rivers,Sep,778,flooded!!!,
Adamawa,Oct,361,Dry season,irrelevant
??Rivers,Aug,1036,flooded!!!,
Kano,Jun,1006,flooded!!!,###
Kano,???,1018,Heavy rain,###
Kwara,,650,flooded!!!,
Kaduba,Dec,1022,Dry season,###
Jigawa,May,62,Dry season,
Lagos,Mar,1092,123,irrelevant
Ogun,Jun,1875,flooded!!!,irrelevant
Ekiti,Aug,1978,flooded!!!,irrelevant
Kano,Mar,589,,###
Ondo,Mar,1710,,irrelevant
Kaduba,Oct,564,Heavy rain,irrelevant
Enugu,Aug,510,Dry season,irrelevant
Kebbis,,1138,123,
Kaduna,Sep,1155,flooded!!!,###
Kebbis,Nov,1529,flooded!!!,
Yobe,Aug,120,flooded!!!,###
KAN0,???,122,123,###
S0koto,Nov,675,,
kogi,Mar,1985,,###
Abuja,Nov,130,Dry season,###
S0koto,Feb,555,Heavy rain,irrelevant
Kaduna,Jun,1795,,irrelevant
Enugu,???,1835,flooded!!!,
Adamawa,Dec,1434,flooded!!!,###
Yobe,Feb,514,flooded!!!,
Plateau,Jul,1425,,
KAN0,Aug,453,flooded!!!,
Kaduba,???,826,123,
Ondo,Aug,1661,123,irrelevant
Benue,Jun,220,Heavy rain,
Kaduna,,72,123,
Anambra,Mar,1960,flooded!!!,
Taraba,Jul,1306,Heavy rain,###
Plateau,Mar,1606,Heavy rain,
Benue,Jun,1014,Dry season,###
Benue,Oct,1603,,
Enugu,May,102,flooded!!!,
Kano,Oct,399,123,irrelevant
Bauchi,Jan,307,,###
Kaduna,Jul,1867,flooded!!!,###
S0koto,Jan,242,,
lagos ,Jan,1840,flooded!!!,irrelevant
Bauchi,Oct,545,Heavy rain,###
Bayelsa,???,1038,,irrelevant
Imo,Mar,1440,Dry season,irrelevant
Abla,Feb,1890,,irrelevant
Kaduna,Sep,1765,Heavy rain,irrelevant
Bayelsa,May,90,Dry season,
Bayelsa,Mar,817,flooded!!!,
Ekiti,???,477,flooded!!!,
Abuja,May,683,123,
S0koto,Sep,855,Dry season,
Bayelsa,May,198,,###
Ebonyi,May,1601,Dry season,
Adamawa,Sep,1547,123,###
crossriver,Jul,795,flooded!!!,###
Ekiti,,307,Dry season,irrelevant
Lagos,Oct,712,Dry season,
Oyo,Apr,893,Dry season,###
Zamfara,Nov,375,Dry season,###
Enugu,Jan,812,Heavy rain,
benue,Jun,1055,Dry season,###
Bayelsa,Aug,227,,irrelevant
Lagos,Sep,1665,,
Benue,Aug,1758,flooded!!!,irrelevant
Kwara,Aug,1797,123,###
Oyo,Apr,261,Heavy rain,###
Bayelsa,Jan,743,Heavy rain,###
Kebbis,May,1977,123,
Kano,May,553,Heavy rain,###
kogi,,467,,
Benue,Feb,1485,Heavy rain,
Enugu,???,1037,123,###
Delta,Dec,1479,,irrelevant
KAN0,Mar,1023,flooded!!!,###
Enugu,May,1188,123,irrelevant
Kaduna,Sep,258,flooded!!!,
Taraba,May,270,123,
lagos ,Nov,1589,Heavy rain,###
Kaduna,Jan,1945,flooded!!!,###
Lagos,Aug,530,Dry season,
Oyo,Jul,744,flooded!!!,irrelevant
Kaduna,Dec,775,Dry season,###
Taraba,Sep,36,flooded!!!,irrelevant
Kaduna,Sep,289,Heavy rain,
G0mbe,Oct,250,Heavy rain,
katsina,Mar,766,Heavy rain,
KAN0,Aug,1070,flooded!!!,###
Bauchi,Sep,1501,,irrelevant
S0koto,,1342,Heavy rain,
lagos ,Sep,1909,Dry season,###
Bayelsa,Nov,1095,flooded!!!,###
crossriver,Jan,1729,123,irrelevant
kogi,Apr,145,Heavy rain,###
Enugu,Nov,1922,123,irrelevant
KAN0,Apr,329,,irrelevant
Rivers,May,1446,,
benue,Mar,626,123,
Oyo,May,1685,flooded!!!,###
Kaduna,May,1373,Dry season,###
Yobe,Oct,203,,irrelevant
Kano,Apr,1134,123,###
Kaduna,Nov,1303,123,
lagos ,Nov,1443,123,irrelevant
Bayelsa,Mar,1355,Dry season,###
lagos ,May,737,Dry season,###
Taraba,Oct,1147,,###
Kebbis,Dec,1024,Heavy rain,irrelevant
Jigawa,Jun,1867,flooded!!!,###
Enugu,Feb,1568,,
Bauchi,???,1055,123,###
kogi,???,1322,Dry season,
Abla,Feb,1425,Dry season,
kogi,Sep,484,123,irrelevant
Osun,,492,,###
Niger,Mar,809,flooded!!!,irrelevant
Ondo,Nov,1955,123,irrelevant
Nasarawa,Oct,145,Dry season,
Abla,Feb,748,Dry season,irrelevant
Cross River,Apr,1270,Heavy rain,###
Niger,Jul,347,Dry season,
??Rivers,Dec,1325,Dry season,###
Enugu,Aug,23,,irrelevant
Kano,Dec,758,Heavy rain,
??Rivers,Feb,1117,Dry season,###
Kaduna,Oct,1602,Dry season,irrelevant
Borno,Feb,1795,Dry season,irrelevant
Taraba,Jun,573,Dry season,
Abla,Sep,1817,Heavy rain,
Cross River,???,878,123,
Kebbis,Sep,1979,Dry season,###
Taraba,Feb,333,flooded!!!,
lagos ,???,387,123,###
Niger,Jun,724,123,
crossriver,Sep,1539,123,irrelevant
Oyo,Feb,1,Heavy rain,
G0mbe,May,1403,flooded!!!,###
Kano,,1911,Dry season,###
benue,Jul,794,Dry season,###
Zamfara,Jul,1241,,
Plateau,Apr,1330,Heavy rain,
lagos ,Sep,573,flooded!!!,###
Ebonyi,Apr,1700,Dry season,###
??Rivers,Jun,1423,flooded!!!,###
lagos ,Oct,684,Heavy rain,irrelevant
Jigawa,Mar,31,123,###
Yobe,Mar,62,Dry season,###
Kwara,Jun,1016,Heavy rain,irrelevant
Abla,,1538,Heavy rain,irrelevant
gombe,Sep,774,,irrelevant
Ondo,Mar,717,Heavy rain,
Cross River,Jul,1330,123,###
Kano,Jan,189,Dry season,###
Benue,Nov,1825,,irrelevant
Ekiti,???,176,Dry season,irrelevant
gombe,May,932,Heavy rain,irrelevant
lagos ,Jun,500,123,
Anambra,Aug,147,123,
Yobe,,602,flooded!!!,###
Lagos,Jul,1547,flooded!!!,###
Cross River,,1406,flooded!!!,irrelevant
Kaduna,Dec,1010,123,###
Oyo,Nov,1786,Dry season,
Benue,Oct,370,123,###
Nasarawa,Aug,1753,,
Anambra,Dec,993,flooded!!!,
??Rivers,,958,123,###
katsina,Feb,1928,flooded!!!,irrelevant
Kebbis,Mar,590,,###
Benue,Oct,97,Dry season,
Abuja,Jul,1906,Dry season,###
Enugu,Nov,1727,Heavy rain,
Niger,Jan,1433,Heavy rain,irrelevant
Ekiti,,189,123,
crossriver,Oct,555,Dry season,###
Bayelsa,May,1132,flooded!!!,
crossriver,Jan,1293,Heavy rain,###
Niger,Dec,615,Dry season,###
G0mbe,Nov,1962,flooded!!!,###
Kebbis,Sep,727,Dry season,###
Cross River,Jul,1217,Heavy rain,irrelevant
gombe,Nov,683,,irrelevant
Taraba,Jan,1184,,irrelevant
Enugu,Aug,773,Dry season,irrelevant
Kaduba,Dec,82,,
Cross River,Oct,13,123,irrelevant
Anambra,Mar,1674,,###
Abla,Jan,119,Heavy rain,irrelevant
Cross River,Sep,1700,123,###
Imo,Sep,1777,,irrelevant
Kwara,Sep,1524,Heavy rain,###
Delta,,689,flooded!!!,irrelevant
Jigawa,Mar,1579,Heavy rain,irrelevant
Anambra,May,1351,Dry season,
Ed0o,Jul,1350,,
Benue,Oct,995,flooded!!!,irrelevant
Kaduna,,1119,,###
Adamawa,Dec,554,Heavy rain,###
Anambra,Jun,1586,,irrelevant
Bauchi,Apr,104,,###
benue,Nov,888,123,
??Rivers,Jun,123,,
benue,May,86,Heavy rain,
kogi,Aug,1553,123,irrelevant
Ondo,Sep,888,123,
Bayelsa,???,1676,Dry season,irrelevant
Adamawa,,1759,,
Kwara,Apr,744,Heavy rain,
lagos ,Nov,170,Heavy rain,irrelevant
Enugu,Nov,1754,,irrelevant
Enugu,Oct,1773,123,irrelevant
kogi,Jan,141,,
Nasarawa,Dec,1511,Heavy rain,###
Yobe,Mar,1414,Dry season,
Anambra,Apr,1947,Heavy rain,irrelevant
Yobe,???,236,123,irrelevant
Cross River,Dec,624,flooded!!!,
Plateau,Apr,185,Dry season,
Benue,Aug,1056,Heavy rain,irrelevant
Abla,Dec,1834,flooded!!!,###
Kwara,May,744,Heavy rain,
Delta,Feb,1560,123,irrelevant
Ebonyi,Jan,561,Dry season,###
Kaduba,Nov,1755,123,###
KAN0,Sep,137,,
Abla,Sep,708,123,irrelevant
Kaduna,Jun,166,,###
Bauchi,Aug,1239,Heavy rain,###
KAN0,Mar,1553,,
Ogun,Aug,62,Dry season,###
Niger,Dec,1586,Heavy rain,###
Ogun,Nov,755,flooded!!!,###
lagos ,Apr,652,Heavy rain,
Taraba,,731,123,irrelevant
Delta,Mar,1512,Heavy rain,irrelevant
Lagos,Oct,1473,,###
Jigawa,Apr,1217,Heavy rain,
kogi,Apr,1765,123,irrelevant
Oyo,Feb,788,123,irrelevant
Bayelsa,Aug,768,Dry season,###
Lagos,Jul,846,flooded!!!,
Nasarawa,Jul,1971,Heavy rain,irrelevant
Kano,Nov,835,,irrelevant
Ed0o,Dec,1854,flooded!!!,
Rivers,Jun,1408,Dry season,###
Osun,May,1397,,
crossriver,Nov,1596,123,irrelevant
Ondo,Dec,945,flooded!!!,
Kaduna,Mar,1909,Heavy rain,irrelevant
kogi,Jul,1228,Heavy rain,
Ogun,???,832,Heavy rain,###
Kaduna,Nov,1457,,###
katsina,Jun,1399,Dry season,
Lagos,,1616,Dry season,###
Ebonyi,???,79,flooded!!!,irrelevant
Kwara,Aug,150,Dry season,###
Bauchi,Dec,1759,Heavy rain,###
Rivers,Oct,1343,Heavy rain,
Cross River,Feb,486,123,###
S0koto,Feb,1657,flooded!!!,###
S0koto,May,362,Heavy rain,###
Enugu,Nov,448,Heavy rain,
Zamfara,Sep,527,,###
Cross River,,1158,,irrelevant
Nasarawa,Mar,1130,Heavy rain,###
Kwara,Jun,803,,###
Rivers,Dec,458,Dry season,###
Ed0o,,1714,123,
katsina,???,814,Heavy rain,
Kaduba,Sep,641,123,irrelevant
lagos ,May,1459,,irrelevant
Zamfara,Apr,1074,,irrelevant
Kebbis,Feb,725,Dry season,
Ekiti,Aug,1759,Dry season,###
Imo,Dec,1196,Dry season,
Cross River,Sep,1627,,irrelevant
Abla,???,1746,123,###
Cross River,Feb,1351,123,irrelevant
Taraba,Oct,73,flooded!!!,
Bayelsa,Sep,1969,,###
Ekiti,Jan,1812,flooded!!!,
kogi,Mar,1350,Heavy rain,
Zamfara,Dec,38,Dry season,
Kaduna,Dec,1549,,
Kaduba,Mar,572,123,###
Zamfara,Jul,1741,flooded!!!,
Taraba,Feb,1559,,irrelevant
Ebonyi,Feb,1920,,
Ebonyi,Feb,1306,Dry season,
Abuja,Mar,1964,,
Ekiti,May,651,flooded!!!,###
Yobe,Apr,246,Dry season,###
Borno,Sep,523,123,
Anambra,,851,,irrelevant
crossriver,Jul,257,,
Kaduba,May,789,Heavy rain,
benue,Dec,624,Heavy rain,
Osun,Jun,1424,Heavy rain,
gombe,May,149,123,
Ogun,Jun,601,flooded!!!,irrelevant
Taraba,Feb,26,flooded!!!,
Kaduna,Aug,956,flooded!!!,irrelevant
Enugu,Jan,663,123,
Ondo,Jun,1320,flooded!!!,irrelevant
S0koto,???,32,Heavy rain,###
benue,Mar,1464,,irrelevant
Ondo,Dec,380,flooded!!!,
Ogun,Jun,102,Dry season,###
Anambra,Dec,1723,flooded!!!,irrelevant
Borno,Oct,613,flooded!!!,###
kogi,Feb,1751,,
Benue,Mar,1502,123,###
Kwara,Aug,143,Dry season,###
Borno,Mar,717,Heavy rain,###
Abuja,Mar,232,Heavy rain,###
Cross River,Oct,1917,Dry season,###
Enugu,Jun,1895,flooded!!!,
Benue,Jul,1286,Dry season,irrelevant
Ogun,Jan,1294,,
Niger,Aug,1439,,###
G0mbe,Jun,528,Heavy rain,irrelevant
Plateau,Apr,58,123,irrelevant
Ekiti,Apr,587,Dry season,
Nasarawa,Feb,1472,123,###
Lagos,Apr,1704,123,
Ebonyi,Sep,475,flooded!!!,irrelevant
Osun,,698,,###
Ebonyi,Nov,200,flooded!!!,irrelevant
Enugu,Jan,1826,Heavy rain,###
Imo,???,109,flooded!!!,irrelevant
Abla,Jun,1848,Heavy rain,
Kaduna,Mar,1028,flooded!!!,###
Kano,Jan,1554,flooded!!!,
Abuja,Jun,683,Heavy rain,###
Lagos,Apr,1414,Heavy rain,irrelevant
Ogun,Oct,1559,,
Kaduna,May,1929,Dry season,###
S0koto,May,1824,123,###
Kwara,???,1313,flooded!!!,irrelevant
Kano,Aug,695,Heavy rain,
Plateau,Feb,746,,irrelevant
Niger,Jun,299,Heavy rain,###
Taraba,Dec,1226,Dry season,###
??Rivers,Jul,1144,,###
Abuja,Jun,1362,Dry season,
Kaduna,Oct,479,123,irrelevant
Kwara,Mar,544,Dry season,irrelevant
Ed0o,Apr,465,Heavy rain,
Osun,Apr,1413,123,###
Abuja,Dec,411,Dry season,
G0mbe,???,457,Dry season,###
katsina,Mar,371,,
kogi,Mar,651,Heavy rain,
kogi,Aug,912,Dry season,###
Nasarawa,Apr,275,Dry season,
Delta,Mar,500,Heavy rain,irrelevant
Bayelsa,Oct,791,123,###
Rivers,Jul,658,,irrelevant
Anambra,Jul,54,,
Jigawa,May,1278,,
Ebonyi,,889,flooded!!!,
Rivers,Dec,584,,###
Kano,Jun,1712,123,###
Osun,Apr,247,flooded!!!,
Ebonyi,May,890,flooded!!!,irrelevant
Kaduba,Jan,1543,flooded!!!,irrelevant
Abuja,,88,123,###
Ebonyi,Jan,1920,Heavy rain,irrelevant
Borno,Aug,1448,123,###
Anambra,Dec,1165,Heavy rain,
Anambra,Jan,1434,123,irrelevant
Adamawa,,410,Dry season,###
Kaduna,???,563,flooded!!!,
Nasarawa,Aug,1363,Dry season,
Enugu,Jan,1386,,irrelevant
Enugu,Aug,1587,Dry season,
Oyo,Mar,348,Heavy rain,###
Abuja,Jan,1852,Dry season,###
Abuja,???,1751,flooded!!!,###
KAN0,May,1138,flooded!!!,
Abla,Dec,692,flooded!!!,###
benue,Jul,1332,flooded!!!,irrelevant
KAN0,Nov,750,123,###
Ondo,Sep,1691,Dry season,irrelevant
benue,May,732,Heavy rain,irrelevant
Anambra,May,243,Heavy rain,irrelevant
Jigawa,???,134,Heavy rain,
katsina,Jul,898,Heavy rain,###
Taraba,Feb,22,Dry season,###
G0mbe,Nov,239,Dry season,
Lagos,Feb,725,Dry season,
Ondo,Nov,1662,Dry season,
Bayelsa,Jul,1026,,
gombe,Nov,1755,Heavy rain,
Anambra,Oct,1450,,irrelevant
Niger,Dec,1320,123,
Kaduba,Oct,1473,Heavy rain,irrelevant
Ed0o,Mar,1893,flooded!!!,
Yobe,May,176,flooded!!!,###
Ed0o,Jun,332,Heavy rain,
Benue,Mar,1945,,irrelevant
katsina,May,706,Heavy rain,irrelevant
Kebbis,Jul,1450,Heavy rain,###
Cross River,Jun,1227,flooded!!!,
S0koto,Jan,550,Heavy rain,
Jigawa,Oct,661,Dry season,###
Cross River,Oct,1985,Heavy rain,
Ebonyi,Aug,1663,123,irrelevant
Anambra,Apr,1507,Dry season,irrelevant
Adamawa,May,669,flooded!!!,irrelevant
Adamawa,,534,Heavy rain,
Ondo,Apr,778,,irrelevant
Adamawa,Oct,610,Dry season,
Ogun,May,865,Dry season,###
Niger,???,267,Dry season,irrelevant
Nasarawa,Apr,450,,
katsina,May,663,Heavy rain,
Ondo,Aug,1360,,###
benue,???,1974,,###
lagos ,Feb,398,123,
Anambra,Aug,809,,irrelevant
Kaduna,Apr,1184,Heavy rain,
Kwara,Feb,403,Dry season,###
??Rivers,Jul,1098,Heavy rain,
Delta,Feb,1286,flooded!!!,###
Zamfara,Feb,1440,,irrelevant
Bayelsa,Dec,1966,123,
Ekiti,Mar,1828,Heavy rain,###
Oyo,Feb,837,flooded!!!,###
Osun,Jul,1982,Heavy rain,
Yobe,Mar,1491,123,
Ebonyi,Jun,279,,
KAN0,Nov,964,,###
Kaduna,Jun,1634,flooded!!!,###
Enugu,,128,,###
Ebonyi,Sep,1307,flooded!!!,
Plateau,Nov,335,Heavy rain,###
Bauchi,Nov,1360,,irrelevant
Ekiti,Dec,803,123,###
Ondo,Jan,1635,flooded!!!,###
Cross River,Dec,1783,flooded!!!,
Nasarawa,Jul,721,Heavy rain,irrelevant
Bayelsa,Nov,1473,,irrelevant
Kaduba,,117,123,
crossriver,Sep,844,123,irrelevant
Abuja,Jun,882,Dry season,###
Kebbis,Jan,962,Dry season,###
gombe,Feb,1401,Heavy rain,irrelevant
Anambra,May,1757,Dry season,###
Osun,Jul,1205,,
kogi,Jul,160,Heavy rain,
Ebonyi,Mar,1173,flooded!!!,
Abuja,Oct,957,Heavy rain,###
Borno,Aug,216,Dry season,irrelevant
Osun,Mar,1736,Dry season,
Enugu,Jan,1940,Dry season,irrelevant
Kebbis,May,1294,Heavy rain,###
Taraba,Jan,1949,,
KAN0,,1049,123,irrelevant
S0koto,Feb,291,flooded!!!,
Nasarawa,Nov,1720,123,###
Rivers,Jan,352,flooded!!!,###
Cross River,Jun,377,123,irrelevant
Abuja,Feb,1026,Heavy rain,irrelevant
Bauchi,,110,,irrelevant
Jigawa,Jul,1495,Dry season,
Kaduna,Jan,1584,flooded!!!,
Abuja,Sep,903,Heavy rain,
Anambra,Dec,1132,123,
Abla,Oct,1410,123,
Kano,,1798,123,
gombe,Feb,846,Heavy rain,###
Ed0o,Sep,1583,flooded!!!,irrelevant
??Rivers,Jan,1368,,irrelevant
S0koto,Sep,1729,Heavy rain,
Ed0o,Feb,1798,,irrelevant
Taraba,Jul,534,,irrelevant
Imo,Oct,270,Dry season,
Jigawa,Oct,1095,Heavy rain,###
gombe,Nov,189,123,irrelevant
Bauchi,Feb,1709,,
Cross River,,503,123,###
Anambra,???,559,123,
Ogun,Apr,787,,irrelevant
Osun,Jul,633,,
gombe,Jan,1456,,###
Enugu,Sep,819,flooded!!!,###
Ebonyi,Apr,955,flooded!!!,###
Ogun,Jul,581,Dry season,###
kogi,Apr,1944,123,###
Nasarawa,Sep,1140,,
Ebonyi,Aug,1165,Heavy rain,
lagos ,Jun,1175,Heavy rain,###
S0koto,Nov,511,Dry season,###
Benue,Apr,626,Heavy rain,irrelevant
Yobe,May,1861,Heavy rain,###
Kebbis,???,693,Dry season,
Imo,Dec,392,Heavy rain,
Plateau,May,1148,flooded!!!,irrelevant
Ekiti,Sep,1899,Heavy rain,###
Lagos,???,1217,Dry season,###
Yobe,May,1519,Dry season,
Rivers,Jan,1036,Heavy rain,###
Kaduna,Mar,1208,,###
Delta,Nov,394,flooded!!!,
Delta,Nov,163,Heavy rain,irrelevant
S0koto,,625,123,###
Kaduba,Dec,1775,,###
Niger,Dec,463,123,###
Ogun,Nov,1909,123,###
??Rivers,Mar,885,Dry season,
gombe,Apr,770,,irrelevant
Benue,Apr,1746,Heavy rain,irrelevant
Bayelsa,Oct,187,,
Bayelsa,Feb,1357,Heavy rain,irrelevant
Imo,Dec,577,123,irrelevant
Kwara,,562,,###
Abuja,,1752,Dry season,###
Ogun,Jan,1139,Dry season,irrelevant
kogi,Nov,52,Dry season,irrelevant
Bayelsa,Nov,1659,Heavy rain,###
Lagos,Nov,1978,,irrelevant
Adamawa,Jun,1903,Heavy rain,###
Kano,Oct,1532,Heavy rain,irrelevant
katsina,Mar,1338,123,irrelevant
Borno,Feb,157,Heavy rain,irrelevant
Oyo,Apr,926,,irrelevant
Cross River,Jun,1780,Heavy rain,irrelevant
Kaduba,Jan,202,123,###
Ondo,Jul,1124,Heavy rain,irrelevant
Bayelsa,Oct,715,flooded!!!,irrelevant
Ogun,Nov,1588,Heavy rain,###
Anambra,Dec,1138,flooded!!!,
Delta,May,1946,Heavy rain,
Plateau,,1356,flooded!!!,irrelevant
Zamfara,Apr,1774,Heavy rain,irrelevant
Kaduba,Feb,142,Dry season,irrelevant
G0mbe,???,1109,flooded!!!,###
Osun,Aug,123,,###
Kebbis,Aug,288,flooded!!!,
Ondo,???,1976,Dry season,irrelevant
kogi,Mar,686,123,irrelevant
Enugu,May,1455,Dry season,
Bayelsa,Jun,1721,Heavy rain,irrelevant
Benue,???,625,Dry season,
Abla,???,9,flooded!!!,###
Jigawa,Apr,255,Heavy rain,irrelevant
crossriver,Aug,308,Dry season,irrelevant
Osun,Jul,1295,,###
Kwara,Jul,264,Heavy rain,irrelevant
Taraba,Sep,460,flooded!!!,irrelevant
Ekiti,Aug,1597,Dry season,###
Oyo,Nov,1916,flooded!!!,###
Kaduna,Oct,1610,flooded!!!,###
Zamfara,Dec,1503,flooded!!!,###
Ebonyi,Jun,557,123,irrelevant
G0mbe,Mar,802,Dry season,irrelevant
Kebbis,Dec,884,,###
Ebonyi,Feb,1688,,irrelevant
Adamawa,Nov,1236,,###
??Rivers,Jan,789,,
Ebonyi,Jan,514,flooded!!!,
Taraba,May,1975,Dry season,###
Enugu,Dec,441,Dry season,irrelevant
Ondo,May,790,Dry season,
benue,Oct,1578,flooded!!!,irrelevant
Benue,Jul,676,123,
Kaduna,Jul,1359,,irrelevant
Taraba,Apr,1412,Dry season,###
Lagos,Jun,921,Heavy rain,
S0koto,Nov,1869,123,###
Ondo,Dec,1722,Dry season,
Ebonyi,Apr,1092,123,
Oyo,Sep,1181,,
gombe,Mar,419,123,###
Plateau,Mar,981,flooded!!!,###
Yobe,???,668,Heavy rain,
Kano,Nov,1170,123,irrelevant
Borno,Jan,358,,###
Ekiti,May,1570,Heavy rain,irrelevant
Borno,,166,flooded!!!,###
Kebbis,,709,flooded!!!,
Kwara,Nov,494,Heavy rain,irrelevant
Kwara,Jun,645,Dry season,irrelevant
Jigawa,Apr,338,,irrelevant
Anambra,,35,Heavy rain,irrelevant
Jigawa,Jul,1765,,###
Niger,Aug,1767,,###
Osun,Apr,173,123,
Anambra,???,195,,
kogi,Aug,594,Heavy rain,
Anambra,Nov,1006,Dry season,irrelevant
G0mbe,Apr,383,Dry season,###
Adamawa,Apr,512,,irrelevant
Enugu,Jan,81,Dry season,###
Kebbis,Oct,864,Heavy rain,###
Enugu,Aug,1069,123,###
Delta,Jul,1422,Dry season,###
Ebonyi,Dec,53,123,###
Kaduna,,271,Heavy rain,irrelevant
Bayelsa,Mar,403,123,###
Abuja,May,693,Dry season,
Adamawa,Mar,708,Dry season,
S0koto,Dec,873,Dry season,irrelevant
Taraba,May,325,,
Ekiti,Jun,1031,Dry season,irrelevant
Cross River,Jan,440,Heavy rain,###
Benue,Sep,162,Dry season,irrelevant
Yobe,Oct,1087,Heavy rain,###
Ogun,???,1344,123,irrelevant
Enugu,Jan,62,Heavy rain,###
Zamfara,Jun,1642,Heavy rain,irrelevant
S0koto,Oct,1229,flooded!!!,irrelevant
Ondo,Dec,796,Dry season,irrelevant
Kaduna,Dec,651,123,###
Abuja,Sep,1896,Heavy rain,###
Kebbis,Jan,1777,Dry season,
S0koto,Dec,1847,Heavy rain,
Adamawa,Oct,1768,,irrelevant
S0koto,Apr,1199,Dry season,
Imo,???,218,Heavy rain,###
Taraba,May,1467,flooded!!!,irrelevant
Yobe,Feb,395,Heavy rain,
Kano,Dec,1502,,###
KAN0,???,112,Heavy rain,irrelevant
kogi,Mar,557,Dry season,irrelevant
Enugu,Aug,30,123,irrelevant
kogi,Oct,1158,,
S0koto,Dec,1039,flooded!!!,
Zamfara,,1401,Heavy rain,irrelevant
Kebbis,Apr,1883,flooded!!!,###
kogi,???,1051,123,###
G0mbe,Sep,1562,flooded!!!,irrelevant
Zamfara,Jul,797,,
Osun,Jan,581,flooded!!!,
Ogun,Dec,565,123,
??Rivers,Feb,119,Heavy rain,###
benue,,1021,Heavy rain,###
Ogun,May,1597,Heavy rain,irrelevant
lagos ,May,1192,flooded!!!,irrelevant
Lagos,Oct,220,123,irrelevant
katsina,Jun,848,Heavy rain,
Ed0o,,687,flooded!!!,irrelevant
Zamfara,Oct,676,Heavy rain,
Bauchi,Oct,507,Dry season,
Abla,May,101,123,irrelevant
Borno,Jul,943,123,irrelevant
Kebbis,Nov,1834,flooded!!!,irrelevant
Niger,Jul,856,flooded!!!,
Abla,Jun,1618,Heavy rain,###
G0mbe,Sep,1199,Dry season,irrelevant
Enugu,Sep,1000,flooded!!!,
Ogun,???,416,,###
Nasarawa,Dec,837,123,
Kaduna,Mar,1984,Dry season,###
Kebbis,Jan,1324,Heavy rain,
Nasarawa,???,1573,Heavy rain,###
Osun,Dec,1847,Dry season,irrelevant
Bauchi,,1893,Dry season,###
G0mbe,,208,Dry season,###
gombe,Jan,665,123,irrelevant
Rivers,Jul,1532,Heavy rain,irrelevant
Kaduna,???,519,123,
Lagos,Oct,661,Dry season,irrelevant
Kaduna,Feb,1863,Dry season,
Abla,Oct,1823,Heavy rain,irrelevant
Anambra,Feb,496,123,irrelevant
Osun,Dec,9,123,###
KAN0,Apr,952,Heavy rain,###
Kaduna,Nov,1039,Dry season,irrelevant
Ebonyi,Aug,1664,,###
Plateau,Oct,610,Dry season,
Lagos,May,1485,flooded!!!,irrelevant
Anambra,Mar,464,Dry season,irrelevant
Bauchi,Sep,1597,Dry season,###
KAN0,???,653,Heavy rain,irrelevant
Lagos,Feb,14,,irrelevant
Oyo,Jul,1862,Dry season,###
Cross River,May,1746,flooded!!!,
Adamawa,Feb,1769,flooded!!!,irrelevant
Abla,Aug,732,Heavy rain,###
Cross River,Nov,289,flooded!!!,
Ogun,Sep,1831,123,
Ogun,,309,,
Oyo,Sep,1867,123,###
Adamawa,Sep,1428,,###
Yobe,Nov,773,Heavy rain,
crossriver,Nov,35,Heavy rain,
Anambra,,715,Heavy rain,###
Kwara,Jul,1292,Dry season,
Enugu,Jan,654,Heavy rain,
Kaduba,May,841,Dry season,
KAN0,Jul,1406,123,
kogi,Apr,531,Dry season,###
